         146821799 function calls (146743265 primitive calls) in 2787.572 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3135    0.034    0.000    0.041    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:399(genMin_rule)
     4560    0.034    0.000    0.045    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:459(flexCostQ_rule)
    44160    0.033    0.000    2.777    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\table.py:129(rows)
   125767    0.033    0.000    0.033    0.000 {built-in method builtins.hasattr}
   163122    0.032    0.000    0.032    0.000 {built-in method math.isfinite}
   247711    0.031    0.000    0.031    0.000 {method 'replace' of 'str' objects}
        2    0.031    0.015    0.031    0.015 C:\ANACONDA3\lib\site-packages\pyomo\core\expr\symbol_map.py:78(<listcomp>)
     4560    0.031    0.000    0.039    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:643(loadcurtailQ_rule)
   247247    0.030    0.000    0.030    0.000 {method 'upper' of 'str' objects}
     6120    0.030    0.000   73.560    0.012 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\table.py:30(__init__)
      960    0.030    0.000    0.644    0.001 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\table.py:136(<listcomp>)
     4560    0.029    0.000    0.037    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:639(loadcurtail_rule)
    24660    0.029    0.000    0.029    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\base.py:26(__iter__)
